iter	Passed	Remaining
681	1110	517
682	1112	516
683	1114	514
684	1115	513
685	1117	511
686	1118	509
687	1120	508
688	1121	506
689	1123	504
690	1125	503
691	1126	501
692	1128	499
693	1129	498
694	1131	496
695	1132	494
696	1134	493
697	1135	491
698	1137	489
699	1138	488
700	1140	486
701	1142	484
702	1143	483
703	1145	481
704	1146	479
705	1148	478
706	1149	476
707	1150	474
708	1152	472
709	1154	471
710	1156	469
711	1157	468
712	1159	466
713	1160	464
714	1162	463
715	1163	461
716	1165	459
717	1166	458
718	1168	456
719	1170	455
720	1172	453
721	1174	452
722	1176	450
723	1178	449
724	1180	447
725	1181	446
726	1184	444
727	1186	443
728	1187	441
729	1189	440
730	1191	438
731	1193	437
732	1195	435
733	1196	433
734	1199	432
735	1201	430
736	1203	429
737	1205	427
738	1206	426
739	1208	424
740	1210	422
741	1211	421
742	1214	419
743	1215	418
744	1217	416
745	1219	415
746	1221	413
747	1223	412
748	1224	410
749	1226	408
750	1228	407
751	1229	405
752	1231	403
753	1233	402
754	1234	400
755	1236	399
756	1238	397
757	1239	395
758	1242	394
759	1243	392
760	1245	391
761	1247	389
762	1249	388
763	1251	386
764	1252	384
765	1253	383
766	1257	381
767	1259	380
768	1261	378
769	1263	377
770	1265	375
771	1266	374
772	1268	372
773	1270	370
774	1272	369
775	1273	367
776	1275	365
777	1276	364
778	1278	362
779	1279	360
780	1281	359
781	1282	357
782	1285	356
783	1286	354
784	1288	352
785	1290	351
786	1292	349
787	1294	348
788	1295	346
789	1297	344
790	1300	343
791	1301	341
792	1303	340
793	1305	338
794	1306	336
795	1308	335
796	1309	333
797	1310	331
798	1313	330
799	1315	328
800	1317	327
801	1318	325
802	1320	323
803	1321	322
804	1323	320
805	1324	318
806	1326	317
807	1329	315
808	1330	314
809	1332	312
810	1333	310
811	1335	309
812	1336	307
813	1338	305
814	1339	304
815	1341	302
816	1343	300
817	1344	299
818	1346	297
819	1347	295
820	1349	294
821	1350	292
822	1351	290
823	1353	289
824	1354	287
825	1356	285
826	1358	284
827	1359	282
828	1360	280
829	1362	279
830	1363	277
831	1365	275
832	1366	273
833	1368	272
834	1370	270
835	1371	269
836	1373	267
837	1374	265
838	1376	264
839	1377	262
840	1379	260
841	1380	259
842	1381	257
843	1383	255
844	1385	254
845	1387	252
846	1389	250
847	1390	249
848	1392	247
849	1393	245
850	1395	244
851	1396	242
852	1398	241
853	1400	239
854	1402	237
855	1403	236
856	1405	234
857	1406	232
858	1408	231
859	1410	229
860	1411	227
861	1413	226
862	1414	224
863	1416	222
864	1417	221
865	1419	219
866	1420	217
867	1421	216
868	1423	214
869	1424	212
870	1426	211
871	1427	209
872	1429	207
873	1431	206
874	1432	204
875	1434	203
876	1436	201
877	1438	199
878	1439	198
879	1441	196
880	1443	194
881	1445	193
882	1446	191
883	1448	190
884	1449	188
885	1451	186
886	1452	185
887	1454	183
888	1455	181
889	1457	180
890	1459	178
891	1461	176
892	1463	175
893	1465	173
894	1466	172
895	1468	170
896	1469	168
897	1471	167
898	1473	165
899	1475	163
900	1477	162
901	1479	160
902	1480	159
903	1482	157
904	1483	155
905	1485	154
906	1487	152
907	1489	150
908	1491	149
909	1492	147
910	1494	145
911	1495	144
912	1497	142
913	1498	141
914	1500	139
915	1502	137
916	1504	136
917	1505	134
918	1507	132
919	1509	131
920	1510	129
921	1512	127
922	1513	126
923	1515	124
924	1517	123
925	1519	121
926	1521	119
927	1522	118
928	1524	116
929	1526	114
930	1527	113
931	1528	111
932	1531	109
933	1533	108
934	1534	106
935	1536	105
936	1538	103
937	1539	101
938	1541	100
939	1542	98
940	1544	96
941	1546	95
942	1548	93
943	1549	91
944	1551	90
945	1553	88
946	1554	87
947	1556	85
948	1557	83
949	1559	82
950	1560	80
951	1562	78
952	1564	77
953	1565	75
954	1567	73
955	1569	72
956	1570	70
957	1571	68
958	1573	67
959	1575	65
960	1576	63
961	1578	62
962	1580	60
963	1581	59
964	1583	57
965	1584	55
966	1586	54
967	1588	52
968	1590	50
969	1591	49
970	1593	47
971	1594	45
972	1596	44
973	1598	42
974	1599	41
975	1601	39
976	1603	37
977	1604	36
978	1606	34
979	1608	32
980	1609	31
981	1611	29
982	1612	27
983	1614	26
984	1617	24
985	1619	22
986	1621	21
987	1622	19
988	1624	18
989	1625	16
990	1627	14
991	1628	13
992	1630	11
993	1632	9
994	1633	8
995	1635	6
996	1637	4
997	1638	3
998	1640	1
999	1641	0
