iter	RMSE
501	0.2602854352
502	0.2600482674
503	0.2592761202
504	0.2587887072
505	0.2583354049
506	0.2576046114
507	0.2572119315
508	0.2569490698
509	0.2565871141
510	0.2562151861
511	0.2559782983
512	0.2556110176
513	0.2553076737
514	0.2545837851
515	0.2542325919
516	0.2538816803
517	0.2538158956
518	0.2535705816
519	0.2532630781
520	0.2527603683
521	0.2525168002
522	0.2523793078
523	0.2520646186
524	0.2513970381
525	0.2509651669
526	0.2509191863
527	0.2504502761
528	0.2502178936
529	0.2497949183
530	0.2494690676
531	0.2490361822
532	0.2487811192
533	0.2486381261
534	0.2485399523
535	0.2481959321
536	0.2481534898
537	0.2480667824
538	0.2475942917
539	0.2474539611
540	0.2470306393
541	0.2469733782
542	0.2466253556
543	0.2466001555
544	0.246176509
545	0.245843205
546	0.2455468501
547	0.2453860827
548	0.2453538591
549	0.2450264166
550	0.2446819755
551	0.2440586595
552	0.2437807697
553	0.243573235
554	0.2430032273
555	0.242900076
556	0.2425910171
557	0.2423378632
558	0.241807201
559	0.2416832115
560	0.2410531435
561	0.2405975191
562	0.2402769922
563	0.2396879378
564	0.239628959
565	0.2395199968
566	0.2392096202
567	0.2390918656
568	0.2387791239
569	0.2386402765
570	0.2383874065
571	0.2383646358
572	0.2378714698
573	0.2375775135
574	0.2373309794
575	0.2372963999
576	0.2372684149
577	0.2370418504
578	0.2366995671
579	0.2364487547
580	0.2364330449
581	0.2362374789
582	0.235978312
583	0.2355508527
584	0.2355230642
585	0.2351118263
586	0.23485457
587	0.2345569857
588	0.2345044696
589	0.2341238944
590	0.2340777374
591	0.233824642
592	0.2336264299
593	0.2333587617
594	0.2332185174
595	0.2330063729
596	0.232678625
597	0.2326591158
598	0.2323389857
599	0.2321371011
600	0.2318986432
601	0.2316408508
602	0.2311882731
603	0.2309595147
604	0.2309284537
605	0.2307425621
606	0.2307225299
607	0.2306634641
608	0.2303435734
609	0.229744443
610	0.2292307067
611	0.2291785072
612	0.2288206457
613	0.2285048907
614	0.2282996125
615	0.227943325
616	0.2276924806
617	0.2274077397
618	0.2270683932
619	0.2270241328
620	0.2265882361
621	0.2265644723
622	0.2259682411
623	0.2255902409
624	0.2255670694
625	0.2252737122
626	0.2249235308
627	0.2248987928
628	0.2248706742
629	0.2248481647
630	0.2245893997
631	0.2242455534
632	0.2242184225
633	0.223911472
634	0.223626354
635	0.2232948314
636	0.2232730592
637	0.2229685935
638	0.2225522753
639	0.2223123804
640	0.2220611236
641	0.2220381875
642	0.2219063792
643	0.2216492204
644	0.2213505573
645	0.2212039357
646	0.2209892317
647	0.2207949348
648	0.2205295556
649	0.2203714347
650	0.2200300346
651	0.2198004755
652	0.2195010823
653	0.2191815107
654	0.2189668042
655	0.2187723384
656	0.2184900111
657	0.2181781706
658	0.217912486
659	0.2177263761
660	0.2174224397
661	0.217372012
662	0.2169240775
663	0.2166884526
664	0.2163674422
665	0.2160234819
666	0.2158405724
667	0.2156032793
668	0.2152206472
669	0.2148930006
670	0.2148573424
671	0.214508626
672	0.2142558396
673	0.2140696431
674	0.2138655317
675	0.2132097125
676	0.2129209872
677	0.2125500333
678	0.2122542105
679	0.212071005
680	0.2119075282
681	0.2114759813
682	0.2112129615
683	0.2111813697
684	0.2107390718
685	0.21055944
686	0.2103147763
687	0.2101046015
688	0.209896004
689	0.209685746
690	0.2095059764
691	0.209264266
692	0.209248659
693	0.2090390253
694	0.2088173104
695	0.2087876448
696	0.2084769053
697	0.2080808622
698	0.2078469846
699	0.2076190302
700	0.2076001647
701	0.2075873539
702	0.2073914828
703	0.2073777504
704	0.2073550743
705	0.2071594518
706	0.2071475769
707	0.2068522815
708	0.2066638135
709	0.2064232528
710	0.2062647855
711	0.2059990552
712	0.2056243391
713	0.2056021961
714	0.2052685399
715	0.2052343283
716	0.2049293293
717	0.2049118532
718	0.204711983
719	0.2043904211
720	0.2042174483
721	0.2039109925
722	0.2036487469
723	0.2033514558
724	0.2031584928
725	0.2028878068
726	0.2026554278
727	0.2023408346
728	0.2021305839
729	0.2019027281
730	0.2017423988
731	0.201509263
732	0.2014955305
733	0.2013080736
734	0.2012921472
735	0.200999157
736	0.2008026747
737	0.2006414795
738	0.2004473518
739	0.2002737885
740	0.2001346983
741	0.2001192784
742	0.1999156575
743	0.1995799891
744	0.1993794302
745	0.1993383685
746	0.1991611696
747	0.1988330993
748	0.1986968045
749	0.1983670106
750	0.1980516919
751	0.1978389712
752	0.1975467314
753	0.1971111395
754	0.1967932952
755	0.1966103604
756	0.1965796464
757	0.1962526132
758	0.1960410844
759	0.1958552383
760	0.1958006676
761	0.1955872278
762	0.1954058599
763	0.1953824776
764	0.1953516
765	0.1951782226
766	0.1948830331
767	0.1948561802
768	0.1945861212
769	0.1943797394
770	0.1943440194
771	0.1941084949
772	0.1939494475
773	0.1937213811
774	0.193437558
775	0.1932908266
776	0.1930748601
777	0.1930630277
778	0.1928358976
779	0.1926308257
780	0.192492252
781	0.192321023
782	0.1922171623
783	0.1919898865
784	0.191867847
785	0.1916868175
786	0.1913395157
787	0.1909673103
788	0.1909400723
789	0.1909062338
790	0.1906153543
791	0.1903849793
792	0.1902434594
793	0.190134983
794	0.1898899606
795	0.1896960047
796	0.189441327
797	0.1892133775
798	0.1889485726
799	0.188921501
800	0.188674176
801	0.1884021848
802	0.1881699795
803	0.1880133076
804	0.1876950585
805	0.1873703281
806	0.1872328366
807	0.1872191941
808	0.1870631767
809	0.186798891
810	0.1866146645
811	0.1863585467
812	0.186045418
813	0.1858710333
814	0.1858433787
815	0.1856830297
816	0.1855544037
817	0.1853949218
818	0.1852995102
819	0.1850398625
820	0.1847508419
821	0.1847191934
822	0.1845322316
823	0.1841527835
824	0.183890145
825	0.1838762859
826	0.1837994083
827	0.1837021576
828	0.1836913032
829	0.1835572108
830	0.1831396113
831	0.1831209988
832	0.1829526616
833	0.1827888568
834	0.182519438
835	0.1823670231
836	0.1823495712
837	0.1821849671
838	0.1820823704
839	0.1818670195
840	0.1817248954
841	0.1814515242
842	0.1813085475
843	0.1811471131
844	0.1811291555
845	0.1807558141
846	0.1805988433
847	0.1804778287
848	0.1804641056
849	0.1802442914
850	0.1802139597
851	0.1801351671
852	0.1800750674
853	0.1799243314
854	0.17989472
855	0.179701367
856	0.1795016563
857	0.1793090837
858	0.1791468019
859	0.1790002487
860	0.1789887938
861	0.1787471174
862	0.1787346628
863	0.1786643125
864	0.1785578138
865	0.178424877
866	0.1783304041
867	0.1781131654
868	0.1779031829
869	0.1776583713
870	0.1775350127
871	0.1774388898
872	0.1772044793
873	0.1770608918
874	0.1766780439
875	0.1765509538
876	0.1764986574
877	0.1764456685
878	0.1760680133
879	0.1760060654
880	0.1759837812
881	0.175962216
882	0.1756649836
883	0.1754968711
884	0.1753245047
885	0.1750277361
886	0.1748404851
887	0.1747362435
888	0.174549035
889	0.1743260489
890	0.1742047261
891	0.1741376179
892	0.1739286235
893	0.173859523
894	0.1737748839
895	0.173572291
896	0.1733970932
897	0.1733737173
898	0.1733614501
899	0.1731896427
900	0.1730953135
901	0.1728938383
902	0.1727190996
903	0.1725232517
904	0.1724315646
905	0.1724226963
906	0.1721491968
907	0.1720632127
908	0.1719992092
909	0.1719332809
910	0.1717335418
911	0.1715339711
912	0.1714993843
913	0.1713868767
914	0.171048314
915	0.1707660554
916	0.1705915961
917	0.1703796076
918	0.1701529085
919	0.1701090489
920	0.1698690569
921	0.1696747485
922	0.1694394215
923	0.1693453099
924	0.169110739
925	0.1689028612
926	0.1687529015
927	0.1687448424
928	0.1687363918
929	0.1685189074
930	0.1683811449
931	0.1682129309
932	0.1681044319
933	0.1677340497
934	0.1675786486
935	0.1673993463
936	0.1672034577
937	0.1670180137
938	0.1669022606
939	0.1667953968
940	0.1666000221
941	0.1664716225
942	0.166346392
943	0.1663354923
944	0.1662382449
945	0.1661166309
946	0.1657233214
947	0.1655420687
948	0.1653315634
949	0.1651388545
950	0.1650962969
951	0.1649775886
952	0.1648389152
953	0.1647036766
954	0.1646222567
955	0.1645257302
956	0.1643455344
957	0.1643218343
958	0.1641946582
959	0.1641080137
960	0.1639726358
961	0.1636726378
962	0.1634612669
963	0.1632488979
964	0.16309607
965	0.1628422951
966	0.1628329075
967	0.1627566556
968	0.1626654087
969	0.1624430461
970	0.1621491973
971	0.1620029107
972	0.1619956831
973	0.1619886115
974	0.1617067495
975	0.161697414
976	0.1615826133
977	0.1614681764
978	0.1613014602
979	0.1611897406
980	0.1611098286
981	0.1611000924
982	0.1610243669
983	0.160979697
984	0.160821483
985	0.1606286349
986	0.1604693601
987	0.1603772403
988	0.1602539054
989	0.1602135062
990	0.1601352425
991	0.1599924505
992	0.159879613
993	0.1598670865
994	0.1597674604
995	0.1596487488
996	0.1595162078
997	0.1593365546
998	0.1592323938
999	0.1590830195
