distance,consume,speed,temp_inside,temp_outside,ac,rain,sun,refill liters,specials_AC,specials_AC Sun,specials_AC rain,specials_AC snow,specials_AC sun,specials_None,specials_ac,specials_ac rain,specials_half rain half sun,specials_rain,specials_snow,specials_sun,specials_sun ac,gas_type_E10,gas_type_SP98,refill gas_E10,refill gas_None,refill gas_SP98,fuel_efficiency,temp_difference
0.12430167597765364,0.19101123595505623,0.15789473684210525,0.38461538461538464,0.4722222222222222,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0.11991638160395286,0.4852941176470588
0.04981378026070764,0.10112359550561803,0.21052631578947367,0.38461538461538464,0.5,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.05997176521691916,0.5147058823529411
0.046089385474860335,0.2471910112359551,0.3157894736842105,0.38461538461538464,0.5555555555555556,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.04203379288898103,0.5735294117647058
0.05400372439478585,0.06741573033707868,0.2894736842105263,0.38461538461538464,0.5277777777777778,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.06981843697921236,0.5441176470588235
0.08007448789571694,0.13483146067415736,0.42105263157894735,0.38461538461538464,0.5555555555555556,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.08737700071793572,0.5735294117647058
0.03258845437616388,0.34831460674157316,0.47368421052631576,0.38461538461538464,0.4166666666666667,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.025872410680349678,0.4264705882352941
0.030260707635009314,0.12359550561797761,0.3815789473684211,0.38461538461538464,0.4444444444444444,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.03627207076465913,0.45588235294117646
0.051210428305400374,0.19101123595505623,0.34210526315789475,0.38461538461538464,0.3055555555555556,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.051292284302546565,0.3088235294117647
0.016759776536312852,0.34831460674157316,0.15789473684210525,0.38461538461538464,0.25,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.014262043899657925,0.25
0.049348230912476726,0.22471910112359555,0.21052631578947367,0.38461538461538464,0.3888888888888889,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.04659968589316066,0.39705882352941174
0.051675977653631286,0.25842696629213485,0.3684210526315789,0.38461538461538464,0.25,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.04592224575120813,0.25
0.048882681564245814,0.14606741573033707,0.3157894736842105,0.38461538461538464,0.1388888888888889,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.05359179019384266,0.1323529411764706
0.051210428305400374,0.29213483146067426,0.5921052631578947,0.38461538461538464,0.4166666666666667,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.04309117497374846,0.4264705882352941
0.10893854748603352,0.20224719101123598,0.5789473684210527,0.38461538461538464,0.4722222222222222,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.10337529158375629,0.4852941176470588
