distance,consume,speed,temp_inside,temp_outside,AC,rain,sun,refill_liters,specials_AC rain,specials_AC snow,specials_AC sun,specials_other,specials_rain,specials_rain+sun,specials_snow,specials_sun,gas_type_SP98,refill_gas_SP98,refill_gas_no
15.4,4.6,43,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.0,3.8,40,22.0,8,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
32.1,4.5,50,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
25.9,4.4,40,22.0,14,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
48.6,4.3,44,22.0,12,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
37.2,4.0,45,22.0,20,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
28.8,3.9,35,22.0,15,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
6.7,5.0,30,22.0,17,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
7.4,4.1,25,22.0,18,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
17.3,4.1,22,22.0,25,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
6.6,5.6,43,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
14.3,4.1,26,22.0,20,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
13.3,4.6,33,22.0,18,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
8.3,4.9,26,22.0,23,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
12.7,4.5,39,22.0,27,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
16.5,4.1,47,22.0,14,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
20.6,4.1,38,22.0,21,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.3,4.5,58,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
18.7,4.2,65,25.0,18,1,0,1,0.0,0,0,1,0,0,0,0,0,1,0,1
36.5,3.9,54,23.0,18,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
19.0,5.0,35,22.0,15,1,0,1,0.0,0,0,1,0,0,0,0,0,1,0,1
16.6,4.4,46,22.0,5,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
29.9,4.5,32,22.0,18,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
16.0,3.8,42,22.0,11,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
21.1,5.1,33,22.0,10,0,1,0,0.0,0,0,0,0,1,0,0,0,1,0,1
16.0,3.9,40,22.0,10,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
11.9,5.3,34,22.0,13,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
10.1,4.2,35,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
31.9,4.3,33,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
18.7,4.0,60,22.0,13,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
10.8,4.7,48,22.0,17,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
19.8,4.0,56,22.0,17,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
11.3,4.3,38,22.0,17,0,0,0,37.0,0,0,0,1,0,0,0,0,1,1,0
11.5,5.3,53,22.0,15,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
21.4,5.2,51,22.0,13,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
32.0,4.9,53,22.0,15,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
41.9,4.7,53,22.0,14,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
211.0,4.6,80,22.0,20,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
216.1,5.3,90,22.0,21,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
25.5,3.6,27,22.0,27,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
16.6,4.2,52,22.0,15,0,1,0,0.0,0,0,0,0,1,0,0,0,1,0,1
25.9,4.1,43,22.0,24,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.5,4.0,48,22.0,15,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
22.1,3.9,29,22.0,26,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.6,3.7,49,22.0,17,0,0,0,37.7,0,0,0,1,0,0,0,0,0,0,0
15.4,4.5,43,22.0,24,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
16.5,3.9,43,22.0,17,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
15.4,5.1,21,22.0,24,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
18.4,4.2,59,22.0,24,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
39.5,4.2,58,22.0,25,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
21.5,4.8,47,25.0,27,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,1
4.8,4.7,26,25.0,18,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
100.9,4.7,87,23.5,22,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
129.7,4.6,58,24.0,21,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
16.6,3.8,43,21.5,16,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
15.4,4.2,50,21.5,21,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
16.0,3.7,45,22.0,17,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
16.0,4.2,41,22.0,15,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
15.4,4.1,45,22.0,24,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
16.0,4.0,43,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
21.0,3.8,37,22.0,21,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
15.4,3.8,47,22.0,24,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
16.0,3.8,42,22.0,17,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
16.1,5.1,30,25.0,16,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1
16.0,4.0,42,22.0,15,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
15.4,4.8,40,22.0,18,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
17.2,3.9,35,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
16.6,4.6,50,22.0,25,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
18.3,4.3,46,22.0,16,0,0,0,37.2,0,0,0,1,0,0,0,0,1,1,0
16.1,4.8,36,22.0,18,0,1,0,0.0,0,0,0,0,1,0,0,0,1,0,1
16.0,4.1,46,22.0,17,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.3,4.0,35,22.0,23,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.0,3.7,44,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
18.3,4.3,46,22.0,23,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
4.5,5.2,23,22.0,23,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
17.0,4.2,48,22.0,16,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
6.1,5.0,35,24.5,18,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
6.1,5.0,33,22.0,24,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
17.3,4.2,36,22.0,22,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
6.0,4.8,27,22.0,17,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.0,4.1,45,22.0,15,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
15.4,4.9,55,22.0,18,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
15.4,4.3,39,22.0,23,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.0,3.9,35,22.0,18,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
15.4,4.5,52,22.0,26,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.6,4.1,48,25.5,30,1,0,1,0.0,0,0,1,0,0,0,0,0,1,0,1
15.4,5.0,48,25.5,31,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
16.0,4.0,43,22.0,21,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
15.4,4.5,42,22.0,30,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.0,3.6,43,22.0,19,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
20.9,4.1,33,22.0,21,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
32.1,3.9,47,22.0,26,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
15.3,6.6,16,24.0,27,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
28.5,4.0,44,25.0,23,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
11.9,3.7,33,25.0,19,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
14.5,4.3,36,25.0,22,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.6,4.1,49,22.0,26,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
16.2,4.4,39,24.5,17,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
16.7,3.8,44,24.5,23,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
8.3,5.0,52,24.5,27,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
5.5,3.7,33,24.5,28,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
13.6,3.7,33,24.5,28,0,0,1,0.0,0,0,0,0,0,0,0,1,1,0,1
16.0,3.7,39,24.5,18,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
16.1,4.3,38,25.0,31,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
16.0,3.8,45,25.0,19,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,1
15.4,4.6,42,25.0,31,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
14.7,5.0,25,25.0,30,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
