iter	RMSE
333	0.3172023797
334	0.316999024
335	0.3165935494
336	0.3161276695
337	0.3153268215
338	0.3150732705
339	0.3149183766
340	0.314654634
341	0.3143189381
342	0.3141089804
343	0.3140080608
344	0.3134564703
345	0.3132053948
346	0.3128151122
347	0.3124257446
348	0.3119711156
349	0.3112579251
350	0.3107624313
351	0.3106692044
352	0.3103751908
353	0.3100261845
354	0.309497907
355	0.3092721023
356	0.3086705055
357	0.3083891794
358	0.3078281366
359	0.3075044107
360	0.3067812305
361	0.3066832614
362	0.3058987471
363	0.3057601131
364	0.3054102531
365	0.3046084422
366	0.3044280597
367	0.3039151052
368	0.3033467324
369	0.3026002674
370	0.302391226
371	0.3020272944
372	0.3013707079
373	0.3012367109
374	0.3007551248
375	0.3003823697
376	0.2997364583
377	0.2990285209
378	0.298610419
379	0.2981647014
380	0.2976929202
381	0.2972741546
382	0.2967906932
383	0.2961640077
384	0.2957747759
385	0.2956486265
386	0.2953993711
387	0.2947236856
388	0.2942706631
389	0.2937592087
390	0.2933129446
391	0.2927883815
392	0.2922732934
393	0.2915891932
394	0.2913058987
395	0.2908649845
396	0.2902354598
397	0.2901398612
398	0.2896568253
399	0.2894467761
400	0.2889428251
401	0.288417801
402	0.288322757
403	0.287526455
404	0.287417374
405	0.2869795838
406	0.2864620448
407	0.2859983328
408	0.2856294875
409	0.2852831101
410	0.2852147839
411	0.2848816621
412	0.2847506837
413	0.2840881387
414	0.2836042542
415	0.283161568
416	0.2825803481
417	0.2822269036
418	0.2814278413
419	0.2811451664
420	0.281022769
421	0.2805336491
422	0.2799820478
423	0.2797681176
424	0.2796434041
425	0.2791722909
426	0.2786661309
427	0.2785844694
428	0.2784165474
429	0.2777304383
430	0.2776597746
431	0.2768244145
432	0.2762359134
433	0.275692004
434	0.2753582586
435	0.2747503833
436	0.2743695027
437	0.2737749032
438	0.2735019903
439	0.2733307469
440	0.2730248303
441	0.2728707052
442	0.2724040875
443	0.2723304909
444	0.2721375171
445	0.2715646399
446	0.2715207237
447	0.2712778144
448	0.2710341317
449	0.2707647766
450	0.2703558437
451	0.2698856082
452	0.2695367147
453	0.2693862423
454	0.2687931168
455	0.2686747508
456	0.2685862719
457	0.2680446761
458	0.2679486542
459	0.2677935481
460	0.2675970721
461	0.2671788822
462	0.2671071438
463	0.2665799251
464	0.2664632162
465	0.2661462916
466	0.2660557319
467	0.2658490586
468	0.2654845683
469	0.2651748365
470	0.2651161901
471	0.2648567781
472	0.2648214293
473	0.264664176
474	0.2645964265
475	0.2639977934
476	0.2635445573
477	0.2630684283
478	0.263004999
479	0.2627351418
480	0.2623476254
481	0.262262068
482	0.2617152012
483	0.2614836376
484	0.2610063976
485	0.2606121867
486	0.2605266237
487	0.2603494665
488	0.2602785156
489	0.2600703485
490	0.2596103796
491	0.2595468497
492	0.2594967392
493	0.2590338625
494	0.258596986
495	0.2582869418
496	0.2579396677
497	0.2576656452
498	0.257420559
499	0.2571049687
500	0.2567171317
501	0.2564104147
502	0.2563461836
503	0.2559955897
504	0.2559360951
505	0.2552111303
506	0.254758404
507	0.2545595264
508	0.2544576458
509	0.2542434465
510	0.2541081113
511	0.2537419777
512	0.2533561924
513	0.2532728121
514	0.2532052125
515	0.252929654
516	0.2525685557
517	0.2525279887
518	0.2523193224
519	0.2522820908
520	0.251864077
521	0.2518245993
522	0.2515532432
523	0.2511979783
524	0.2511371083
525	0.2510759299
526	0.2506866927
527	0.2503341641
528	0.2500173271
529	0.2499606282
530	0.2497750954
531	0.2497274777
532	0.2495622643
533	0.2495382432
534	0.2491218918
535	0.2490804163
536	0.2489095228
537	0.2484826596
538	0.248218139
539	0.2481515662
540	0.247808169
541	0.2474916899
542	0.2471624343
543	0.2469847837
544	0.2467984051
545	0.246407314
546	0.2462794085
547	0.2461518937
548	0.2457362709
549	0.2457010527
550	0.2456113426
551	0.245472899
552	0.2452708677
553	0.2450247588
554	0.244710177
555	0.2442760196
556	0.2440120847
557	0.2437221282
558	0.2436658261
559	0.2435551796
560	0.2433791704
561	0.243287152
562	0.2431932317
563	0.24306377
564	0.2425510964
565	0.24214706
566	0.2421247228
567	0.2418898587
568	0.2416579379
569	0.241345775
570	0.2412820967
571	0.2412393877
572	0.2410227353
573	0.2409644605
574	0.2405043775
575	0.2400275966
576	0.239821879
577	0.2395844169
578	0.2391166416
579	0.2386634565
580	0.2382047892
581	0.2376540221
582	0.2371765142
583	0.2366519168
584	0.2364978514
585	0.2360337296
586	0.2359442649
587	0.2359086072
588	0.2357755763
589	0.2351786964
590	0.2346767021
591	0.2346510071
592	0.2344425515
593	0.2342205819
594	0.2341891451
595	0.2340330564
596	0.2339768716
597	0.2336627331
598	0.2334073657
599	0.2333279538
600	0.2328920082
601	0.2324814745
602	0.2324562632
603	0.2321648911
604	0.2318021158
605	0.2316517671
606	0.2312591202
607	0.2312312173
608	0.2310782328
609	0.2307383693
610	0.2306565926
611	0.2305896131
612	0.230280903
613	0.2299788101
614	0.2298799639
615	0.2296118612
616	0.2295112894
617	0.2290191711
618	0.2287840933
619	0.228717738
620	0.228189214
621	0.2281094377
622	0.2278977763
623	0.2275442664
624	0.2271857806
625	0.2268540119
626	0.2264062934
627	0.2263256112
628	0.2262448842
629	0.2258628572
630	0.2256190377
631	0.2254735787
632	0.2252757294
633	0.2251672554
634	0.2249507189
635	0.2249003368
636	0.2244651336
637	0.2244135007
638	0.2243298211
639	0.2242144682
640	0.2241662332
641	0.2236682453
642	0.2233890558
643	0.2230761116
644	0.2230544225
645	0.222602701
646	0.2223943234
647	0.2221778524
648	0.2221572732
649	0.2220260546
650	0.2216760062
651	0.2215930298
652	0.2214302952
653	0.2213587763
654	0.2212884777
655	0.2211241194
656	0.220744669
657	0.2205305229
658	0.2204927273
659	0.2201778506
660	0.2199858795
661	0.2196211957
662	0.2195341061
663	0.219385143
664	0.2190986948
665	0.2190507607
666	0.2188893239
667	0.218868843
668	0.2186873914
669	0.218596671
670	0.2182888764
671	0.2182661881
672	0.2182172857
673	0.2179102271
674	0.21759159
675	0.2172267039
676	0.2169211318
677	0.2167163223
678	0.2166889689
679	0.2166014051
680	0.2165783354
681	0.2161105768
682	0.215871416
683	0.2155952113
684	0.2155426616
685	0.215527793
686	0.2153698484
687	0.2153383554
688	0.2150963522
689	0.2150701012
690	0.2147647004
691	0.2145323015
692	0.2144995017
693	0.2140505119
694	0.2139022394
695	0.2136258486
696	0.2135745272
697	0.2134142648
698	0.2133750909
699	0.2130982311
700	0.212945644
701	0.2125834736
702	0.2125458218
703	0.2120106272
704	0.2118490892
705	0.2118185048
706	0.2117061675
707	0.21127115
708	0.2109389025
709	0.2105277488
710	0.2103208754
711	0.2099607298
712	0.2095447699
713	0.209234016
714	0.2088356733
715	0.2086874731
716	0.2084151619
717	0.2081042775
718	0.2079882658
719	0.2078092573
720	0.2077688714
721	0.2075423138
722	0.2074374951
723	0.2074154365
724	0.2069383147
725	0.2068347988
726	0.2065168191
727	0.2063870186
728	0.206214453
729	0.2061947076
730	0.2059359323
731	0.2058653095
732	0.2055924739
733	0.2052782019
734	0.2051356957
735	0.2047802651
736	0.2047424345
737	0.2046968193
738	0.2042889549
739	0.204043483
740	0.2038797318
741	0.2035339188
742	0.2033186822
743	0.203000672
744	0.2026123276
745	0.2025904486
746	0.2022458035
747	0.2019056306
748	0.201677998
749	0.2014475894
750	0.201253236
751	0.2012148255
752	0.2010647005
753	0.2007835078
754	0.2006585186
755	0.2003617911
756	0.2000757257
757	0.1998509304
758	0.199710844
759	0.1994800603
760	0.1991092006
761	0.1988565346
762	0.1988369771
763	0.1985213235
764	0.1982464406
765	0.1978817241
766	0.1976004183
767	0.1975635523
768	0.1972445198
769	0.1969328886
770	0.1969124412
771	0.1968327853
772	0.1967996496
773	0.1967657142
774	0.1967523687
775	0.1966286219
776	0.196607433
777	0.1962793465
778	0.1960909499
779	0.1958601383
780	0.1957476546
781	0.1955544822
782	0.195210028
783	0.1950627351
784	0.1948382449
785	0.194446229
786	0.1941776343
787	0.1941211289
788	0.1935960576
789	0.1932145141
790	0.1930848542
791	0.193015592
792	0.1929010973
793	0.1926858508
794	0.1926628884
795	0.1923716153
796	0.192110325
797	0.1919990849
798	0.1917717479
799	0.1915279406
800	0.1912700457
801	0.190932716
802	0.1909010619
803	0.190878939
804	0.1906659507
805	0.1904549512
806	0.1904329241
807	0.1902906926
808	0.1899719353
809	0.1897304786
810	0.1893925921
811	0.1893203968
812	0.1892891915
813	0.1889587511
814	0.1886566022
815	0.1885192256
816	0.1882392178
817	0.1877832536
818	0.1877321869
819	0.1876167859
820	0.1873210366
821	0.1871143196
822	0.1869909932
823	0.1869122119
824	0.1868638915
825	0.1866892708
826	0.1866317317
827	0.1863884936
828	0.1862099668
829	0.1861039732
830	0.1859635639
831	0.1857962618
832	0.1856521286
833	0.1855896943
834	0.1853448199
835	0.1850087101
836	0.1849842793
837	0.1849558992
838	0.1847329321
839	0.1844275476
840	0.1843738536
841	0.1841810258
842	0.183872685
843	0.1837589465
844	0.1835347028
845	0.1833401264
846	0.1831876054
847	0.1829672032
848	0.1825627698
849	0.1821868209
850	0.182154798
851	0.181917695
852	0.1818070138
853	0.1815602768
854	0.1813189716
855	0.1811763125
856	0.1809953413
857	0.1808248843
858	0.1806815633
859	0.1806299305
860	0.1806078111
861	0.1802598092
862	0.1800295013
863	0.1798191064
864	0.1794948479
865	0.179381344
866	0.1791932683
867	0.1790420206
868	0.1785840798
869	0.178497685
870	0.178342141
871	0.1781286344
872	0.178085715
873	0.1780000822
874	0.1775444253
875	0.1772298792
876	0.1770598341
877	0.176992956
878	0.1768190613
879	0.1766800169
880	0.1765770743
881	0.1763737601
882	0.176336658
883	0.1762632842
884	0.1759928973
885	0.1757641747
886	0.1757441577
887	0.175546607
888	0.1753125713
889	0.1751767253
890	0.1751308393
891	0.1750791696
892	0.1748372372
893	0.1745857117
894	0.1744863036
895	0.1740465002
896	0.1739962526
897	0.1738107157
898	0.1736320189
899	0.1733970217
900	0.1731771071
901	0.1729289268
902	0.1726833558
903	0.1725057086
904	0.1723355309
905	0.1720055185
906	0.171759779
907	0.1715069287
908	0.1714942067
909	0.1711774025
910	0.1711466997
911	0.1710081143
912	0.1708412804
913	0.1707520744
914	0.1706693306
915	0.1702411197
916	0.1700710146
917	0.1697192774
918	0.1692625023
919	0.1692290603
920	0.1692093174
921	0.1690109423
922	0.168857177
923	0.1685949157
924	0.1684880168
925	0.168213804
926	0.1680188692
927	0.1679588374
928	0.1678306515
929	0.1674924056
930	0.1671903809
931	0.1670697226
932	0.1668762021
933	0.1666924927
934	0.1665953618
935	0.166575124
936	0.1665590575
937	0.1665001268
938	0.1663747647
939	0.1661617626
940	0.1659665049
941	0.1659503441
942	0.1656929017
943	0.1654390738
944	0.1652441033
945	0.1649563331
946	0.1649339185
947	0.1646447401
948	0.1645361923
949	0.1642853521
950	0.1642699813
951	0.1639990052
952	0.1638004225
953	0.1634118704
954	0.1631419488
955	0.1629611604
956	0.1628496226
957	0.1627429475
958	0.1625811717
959	0.1622881604
960	0.1621307509
961	0.1621142641
962	0.1619613878
963	0.1617997497
964	0.1614942245
965	0.1613235509
966	0.1611424156
967	0.1609151033
968	0.1607291794
969	0.1606950014
970	0.1604975087
971	0.1602212757
972	0.1601781279
973	0.1599763536
974	0.1598077301
975	0.1595613472
976	0.159525959
977	0.159336255
978	0.1591928022
979	0.1589360984
980	0.1586634014
981	0.15838738
982	0.1582069198
983	0.1578660277
984	0.1577199304
985	0.1577024731
986	0.1575893508
987	0.1575154655
988	0.1575027105
989	0.1574715484
990	0.1572559859
991	0.1570406592
992	0.1567900952
993	0.1565433942
994	0.1563998588
995	0.1561664262
996	0.1559862849
997	0.1557492891
998	0.1556540839
999	0.155561463
